country,name,nameUrl,thumbUrl,thumbSlug,flagUrl
Argentina,Catamarca Province,/wiki/Catamarca_Province,//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Bandera_de_la_Provincia_de_Catamarca.svg/70px-Bandera_de_la_Provincia_de_Catamarca.svg.png,70px-Bandera_de_la_Provincia_de_Catamarca.svg.png,/wiki/Catamarca_Province
Argentina,Chaco Province,/wiki/Chaco_Province,//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Bandera_de_la_Provincia_del_Chaco.svg/69px-Bandera_de_la_Provincia_del_Chaco.svg.png,69px-Bandera_de_la_Provincia_del_Chaco.svg.png,/wiki/Chaco_Province
Argentina,Chubut Province,/wiki/Chubut_Province,//upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bandera_de_la_Provincia_del_Chubut.svg/70px-Bandera_de_la_Provincia_del_Chubut.svg.png,70px-Bandera_de_la_Provincia_del_Chubut.svg.png,/wiki/Chubut_Province
Argentina,"Córdoba Province, Argentina","/wiki/C%C3%B3rdoba_Province,_Argentina",//upload.wikimedia.org/wikipedia/commons/thumb/9/96/Bandera_de_la_Provincia_de_C%C3%B3rdoba.svg/70px-Bandera_de_la_Provincia_de_C%C3%B3rdoba.svg.png,70px-Bandera_de_la_Provincia_de_C%C3%B3rdoba.svg.png,"/wiki/C%C3%B3rdoba_Province,_Argentina"
Argentina,Corrientes Province,/wiki/Corrientes_Province,//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Bandera_de_la_Provincia_de_Corrientes.svg/69px-Bandera_de_la_Provincia_de_Corrientes.svg.png,69px-Bandera_de_la_Provincia_de_Corrientes.svg.png,/wiki/Corrientes_Province
Argentina,Entre Ríos Province,/wiki/Entre_R%C3%ADos_Province,//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Bandera_de_la_Provincia_de_Entre_R%C3%ADos.svg/70px-Bandera_de_la_Provincia_de_Entre_R%C3%ADos.svg.png,70px-Bandera_de_la_Provincia_de_Entre_R%C3%ADos.svg.png,/wiki/Entre_R%C3%ADos_Province
Argentina,Formosa Province,/wiki/Formosa_Province,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Bandera_de_la_Provincia_de_Formosa.svg/70px-Bandera_de_la_Provincia_de_Formosa.svg.png,70px-Bandera_de_la_Provincia_de_Formosa.svg.png,/wiki/Formosa_Province
Argentina,Jujuy Province,/wiki/Jujuy_Province,//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Bandera_de_la_Provincia_de_Jujuy.svg/37px-Bandera_de_la_Provincia_de_Jujuy.svg.png,37px-Bandera_de_la_Provincia_de_Jujuy.svg.png,/wiki/Jujuy_Province
Argentina,La Pampa Province,/wiki/La_Pampa_Province,//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Bandera_de_la_Provincia_de_La_Pampa.svg/69px-Bandera_de_la_Provincia_de_La_Pampa.svg.png,69px-Bandera_de_la_Provincia_de_La_Pampa.svg.png,/wiki/La_Pampa_Province
Argentina,"La Rioja Province, Argentina","/wiki/La_Rioja_Province,_Argentina",//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Bandera_de_la_Provincia_de_La_Rioja.svg/70px-Bandera_de_la_Provincia_de_La_Rioja.svg.png,70px-Bandera_de_la_Provincia_de_La_Rioja.svg.png,"/wiki/La_Rioja_Province,_Argentina"
Argentina,Mendoza Province,/wiki/Mendoza_Province,//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Bandera_de_la_Provincia_de_Mendoza.svg/37px-Bandera_de_la_Provincia_de_Mendoza.svg.png,37px-Bandera_de_la_Provincia_de_Mendoza.svg.png,/wiki/Mendoza_Province
Argentina,Misiones Province,/wiki/Misiones_Province,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Bandera_de_la_Provincia_de_Misiones.svg/69px-Bandera_de_la_Provincia_de_Misiones.svg.png,69px-Bandera_de_la_Provincia_de_Misiones.svg.png,/wiki/Misiones_Province
Argentina,Neuquén Province,/wiki/Neuqu%C3%A9n_Province,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Bandera_de_la_Provincia_de_Neuqu%C3%A9n.svg/58px-Bandera_de_la_Provincia_de_Neuqu%C3%A9n.svg.png,58px-Bandera_de_la_Provincia_de_Neuqu%C3%A9n.svg.png,/wiki/Neuqu%C3%A9n_Province
Argentina,Río Negro Province,/wiki/R%C3%ADo_Negro_Province,//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Bandera_de_la_Provincia_del_R%C3%ADo_Negro.svg/69px-Bandera_de_la_Provincia_del_R%C3%ADo_Negro.svg.png,69px-Bandera_de_la_Provincia_del_R%C3%ADo_Negro.svg.png,/wiki/R%C3%ADo_Negro_Province
Argentina,Salta Province,/wiki/Salta_Province,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Bandera_de_la_Provincia_de_Salta.svg/65px-Bandera_de_la_Provincia_de_Salta.svg.png,65px-Bandera_de_la_Provincia_de_Salta.svg.png,/wiki/Salta_Province
Argentina,"San Juan Province, Argentina","/wiki/San_Juan_Province,_Argentina",//upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Bandera_de_la_Provincia_de_San_Juan.svg/70px-Bandera_de_la_Provincia_de_San_Juan.svg.png,70px-Bandera_de_la_Provincia_de_San_Juan.svg.png,"/wiki/San_Juan_Province,_Argentina"
Argentina,San Luis Province,/wiki/San_Luis_Province,//upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Bandera_de_la_Provincia_de_San_Luis.svg/68px-Bandera_de_la_Provincia_de_San_Luis.svg.png,68px-Bandera_de_la_Provincia_de_San_Luis.svg.png,/wiki/San_Luis_Province
Argentina,"Santa Cruz Province, Argentina","/wiki/Santa_Cruz_Province,_Argentina",//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bandera_de_la_Provincia_de_Santa_Cruz.svg/70px-Bandera_de_la_Provincia_de_Santa_Cruz.svg.png,70px-Bandera_de_la_Provincia_de_Santa_Cruz.svg.png,"/wiki/Santa_Cruz_Province,_Argentina"
Argentina,Santa Fe Province,/wiki/Santa_Fe_Province,//upload.wikimedia.org/wikipedia/commons/thumb/8/84/Bandera_de_la_Provincia_de_Santa_Fe.svg/70px-Bandera_de_la_Provincia_de_Santa_Fe.svg.png,70px-Bandera_de_la_Provincia_de_Santa_Fe.svg.png,/wiki/Santa_Fe_Province
Argentina,Santiago del Estero Province,/wiki/Santiago_del_Estero_Province,//upload.wikimedia.org/wikipedia/commons/thumb/0/07/Bandera_de_la_Provincia_de_Santiago_del_Estero.svg/70px-Bandera_de_la_Provincia_de_Santiago_del_Estero.svg.png,70px-Bandera_de_la_Provincia_de_Santiago_del_Estero.svg.png,/wiki/Santiago_del_Estero_Province
Argentina,"Tierra del Fuego Province, Argentina","/wiki/Tierra_del_Fuego_Province,_Argentina",//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Bandera_de_la_Provincia_de_Tierra_del_Fuego.svg/68px-Bandera_de_la_Provincia_de_Tierra_del_Fuego.svg.png,68px-Bandera_de_la_Provincia_de_Tierra_del_Fuego.svg.png,"/wiki/Tierra_del_Fuego_Province,_Argentina"
Argentina,Tucumán Province,/wiki/Tucum%C3%A1n_Province,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Bandera_de_la_Provincia_de_Tucum%C3%A1n.svg/70px-Bandera_de_la_Provincia_de_Tucum%C3%A1n.svg.png,70px-Bandera_de_la_Provincia_de_Tucum%C3%A1n.svg.png,/wiki/Tucum%C3%A1n_Province
Argentina,Buenos Aires,/wiki/Buenos_Aires,//upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Bandera_de_la_Ciudad_de_Buenos_Aires.svg/70px-Bandera_de_la_Ciudad_de_Buenos_Aires.svg.png,70px-Bandera_de_la_Ciudad_de_Buenos_Aires.svg.png,/wiki/Buenos_Aires
Australia,New South Wales,/wiki/New_South_Wales,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_New_South_Wales.svg/70px-Flag_of_New_South_Wales.svg.png,70px-Flag_of_New_South_Wales.svg.png,/wiki/New_South_Wales
Australia,Queensland,/wiki/Queensland,//upload.wikimedia.org/wikipedia/commons/thumb/0/04/Flag_of_Queensland.svg/70px-Flag_of_Queensland.svg.png,70px-Flag_of_Queensland.svg.png,/wiki/Queensland
Australia,South Australia,/wiki/South_Australia,//upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_South_Australia.svg/70px-Flag_of_South_Australia.svg.png,70px-Flag_of_South_Australia.svg.png,/wiki/South_Australia
Australia,Tasmania,/wiki/Tasmania,//upload.wikimedia.org/wikipedia/commons/thumb/4/46/Flag_of_Tasmania.svg/70px-Flag_of_Tasmania.svg.png,70px-Flag_of_Tasmania.svg.png,/wiki/Tasmania
Australia,Victoria (Australia),/wiki/Victoria_(Australia),//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Victoria_%28Australia%29.svg/70px-Flag_of_Victoria_%28Australia%29.svg.png,70px-Flag_of_Victoria_%28Australia%29.svg.png,/wiki/Victoria_(Australia)
Australia,Western Australia,/wiki/Western_Australia,//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_Western_Australia.svg/70px-Flag_of_Western_Australia.svg.png,70px-Flag_of_Western_Australia.svg.png,/wiki/Western_Australia
Australia,Australian Capital Territory,/wiki/Australian_Capital_Territory,//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_the_Australian_Capital_Territory.svg/70px-Flag_of_the_Australian_Capital_Territory.svg.png,70px-Flag_of_the_Australian_Capital_Territory.svg.png,/wiki/Australian_Capital_Territory
Australia,Christmas Island,/wiki/Christmas_Island,//upload.wikimedia.org/wikipedia/commons/thumb/6/67/Flag_of_Christmas_Island.svg/70px-Flag_of_Christmas_Island.svg.png,70px-Flag_of_Christmas_Island.svg.png,/wiki/Christmas_Island
Australia,Cocos (Keeling) Islands,/wiki/Cocos_(Keeling)_Islands,//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Cocos_%28Keeling%29_Islands.svg/70px-Flag_of_the_Cocos_%28Keeling%29_Islands.svg.png,70px-Flag_of_the_Cocos_%28Keeling%29_Islands.svg.png,/wiki/Cocos_(Keeling)_Islands
Australia,Norfolk Island,/wiki/Norfolk_Island,//upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Norfolk_Island.svg/70px-Flag_of_Norfolk_Island.svg.png,70px-Flag_of_Norfolk_Island.svg.png,/wiki/Norfolk_Island
Australia,Northern Territory,/wiki/Northern_Territory,//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Flag_of_the_Northern_Territory.svg/70px-Flag_of_the_Northern_Territory.svg.png,70px-Flag_of_the_Northern_Territory.svg.png,/wiki/Northern_Territory
Australia,Ashmore and Cartier Islands,/wiki/Ashmore_and_Cartier_Islands,//upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/70px-Flag_of_Australia.svg.png,70px-Flag_of_Australia.svg.png,/wiki/Ashmore_and_Cartier_Islands
Australia,Coral Sea Islands,/wiki/Coral_Sea_Islands,//upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/70px-Flag_of_Australia.svg.png,70px-Flag_of_Australia.svg.png,/wiki/Coral_Sea_Islands
Australia,Jervis Bay Territory,/wiki/Jervis_Bay_Territory,//upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/70px-Flag_of_Australia.svg.png,70px-Flag_of_Australia.svg.png,/wiki/Jervis_Bay_Territory
Australia,Heard Island and McDonald Islands,/wiki/Heard_Island_and_McDonald_Islands,//upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/70px-Flag_of_Australia.svg.png,70px-Flag_of_Australia.svg.png,/wiki/Heard_Island_and_McDonald_Islands
Australia,Aboriginal Australians,/wiki/Aboriginal_Australians,//upload.wikimedia.org/wikipedia/en/thumb/3/3f/Australian_Aboriginal_Flag.svg/70px-Australian_Aboriginal_Flag.svg.png,70px-Australian_Aboriginal_Flag.svg.png,/wiki/Aboriginal_Australians
Australia,Australian Antarctic Territory,/wiki/Australian_Antarctic_Territory,//upload.wikimedia.org/wikipedia/en/thumb/b/b9/Flag_of_Australia.svg/70px-Flag_of_Australia.svg.png,70px-Flag_of_Australia.svg.png,/wiki/Australian_Antarctic_Territory
Austria,Burgenland,/wiki/Burgenland,//upload.wikimedia.org/wikipedia/commons/thumb/2/29/Flag_of_Burgenland.svg/69px-Flag_of_Burgenland.svg.png,69px-Flag_of_Burgenland.svg.png,/wiki/Burgenland
Austria,Carinthia,/wiki/Carinthia,//upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Flag_of_Carinthia.svg/69px-Flag_of_Carinthia.svg.png,69px-Flag_of_Carinthia.svg.png,/wiki/Carinthia
Austria,Lower Austria,/wiki/Lower_Austria,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Lower_Austria.svg/69px-Flag_of_Lower_Austria.svg.png,69px-Flag_of_Lower_Austria.svg.png,/wiki/Lower_Austria
Austria,Salzburg (state),/wiki/Salzburg_(state),//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg/69px-Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg.png,69px-Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg.png,/wiki/Salzburg_(state)
Austria,Styria,/wiki/Styria,//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_Styria.svg/69px-Flag_of_Styria.svg.png,69px-Flag_of_Styria.svg.png,/wiki/Styria
Austria,Upper Austria,/wiki/Upper_Austria,//upload.wikimedia.org/wikipedia/commons/thumb/9/97/Flag_of_Tirol_and_Upper_Austria.svg/69px-Flag_of_Tirol_and_Upper_Austria.svg.png,69px-Flag_of_Tirol_and_Upper_Austria.svg.png,/wiki/Upper_Austria
Austria,Vienna,/wiki/Vienna,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg/69px-Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg.png,69px-Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg.png,/wiki/Vienna
Austria,Vorarlberg,/wiki/Vorarlberg,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg/69px-Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg.png,69px-Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg.png,/wiki/Vorarlberg
Bahrain,Capital Governorate (Bahrain),/wiki/Capital_Governorate_(Bahrain),//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Bahrain_Capital_Governorate_Flag.svg/67px-Bahrain_Capital_Governorate_Flag.svg.png,67px-Bahrain_Capital_Governorate_Flag.svg.png,/wiki/Capital_Governorate_(Bahrain)
Bahrain,Muharraq Governorate,/wiki/Muharraq_Governorate,//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Bahrain_Muharraq_Governorate_Flag.svg/67px-Bahrain_Muharraq_Governorate_Flag.svg.png,67px-Bahrain_Muharraq_Governorate_Flag.svg.png,/wiki/Muharraq_Governorate
Bahrain,Northern Governorate,/wiki/Northern_Governorate,//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Bahrain_Northern_Governorate_Flag.svg/67px-Bahrain_Northern_Governorate_Flag.svg.png,67px-Bahrain_Northern_Governorate_Flag.svg.png,/wiki/Northern_Governorate
Bahrain,Southern Governorate,/wiki/Southern_Governorate,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Bahrain_Southern_Governorate_Flag.svg/67px-Bahrain_Southern_Governorate_Flag.svg.png,67px-Bahrain_Southern_Governorate_Flag.svg.png,/wiki/Southern_Governorate
Bahrain,"Central Governorate, Bahrain","/wiki/Central_Governorate,_Bahrain",//upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Central_Governorate_Logo.jpg/70px-Central_Governorate_Logo.jpg,70px-Central_Governorate_Logo.jpg,"/wiki/Central_Governorate,_Bahrain"
Belarus,Brest Voblast,/wiki/Brest_Voblast,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Flag_of_Brest_Voblast%2C_Belarus.svg/70px-Flag_of_Brest_Voblast%2C_Belarus.svg.png,70px-Flag_of_Brest_Voblast%2C_Belarus.svg.png,/wiki/Brest_Voblast
Belarus,Homiel Voblast,/wiki/Homiel_Voblast,//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Homyel_Voblast.svg/70px-Flag_of_Homyel_Voblast.svg.png,70px-Flag_of_Homyel_Voblast.svg.png,/wiki/Homiel_Voblast
Belarus,Hrodna Voblast,/wiki/Hrodna_Voblast,//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Flag_of_Hrodna_Voblasts.svg/70px-Flag_of_Hrodna_Voblasts.svg.png,70px-Flag_of_Hrodna_Voblasts.svg.png,/wiki/Hrodna_Voblast
Belarus,Mahilyow Voblast,/wiki/Mahilyow_Voblast,//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Mahilyow_Voblast.svg/70px-Flag_of_Mahilyow_Voblast.svg.png,70px-Flag_of_Mahilyow_Voblast.svg.png,/wiki/Mahilyow_Voblast
Belarus,Minsk Voblast,/wiki/Minsk_Voblast,//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_Minsk_Voblast.svg/70px-Flag_of_Minsk_Voblast.svg.png,70px-Flag_of_Minsk_Voblast.svg.png,/wiki/Minsk_Voblast
Belarus,Vitsebsk Voblast,/wiki/Vitsebsk_Voblast,//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Flag_of_Vitsebsk_Voblasts.svg/70px-Flag_of_Vitsebsk_Voblasts.svg.png,70px-Flag_of_Vitsebsk_Voblasts.svg.png,/wiki/Vitsebsk_Voblast
Belarus,Minsk,/wiki/Minsk,//upload.wikimedia.org/wikipedia/commons/thumb/6/69/Flag_of_Minsk%2C_Belarus.svg/69px-Flag_of_Minsk%2C_Belarus.svg.png,69px-Flag_of_Minsk%2C_Belarus.svg.png,/wiki/Minsk
Belgium,Brussels,/wiki/Brussels,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_the_Brussels-Capital_Region.svg/69px-Flag_of_the_Brussels-Capital_Region.svg.png,69px-Flag_of_the_Brussels-Capital_Region.svg.png,/wiki/Brussels
Belgium,Flanders,/wiki/Flanders,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Flag_of_Flanders.svg/69px-Flag_of_Flanders.svg.png,69px-Flag_of_Flanders.svg.png,/wiki/Flanders
Belgium,Wallonia,/wiki/Wallonia,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Flag_of_Wallonia.svg/69px-Flag_of_Wallonia.svg.png,69px-Flag_of_Wallonia.svg.png,/wiki/Wallonia
Belgium,Flemish Community,/wiki/Flemish_Community,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Flag_of_Flanders.svg/69px-Flag_of_Flanders.svg.png,69px-Flag_of_Flanders.svg.png,/wiki/Flemish_Community
Belgium,French Community of Belgium,/wiki/French_Community_of_Belgium,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Flag_of_Wallonia.svg/69px-Flag_of_Wallonia.svg.png,69px-Flag_of_Wallonia.svg.png,/wiki/French_Community_of_Belgium
Belgium,German-speaking Community of Belgium,/wiki/German-speaking_Community_of_Belgium,//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Flag_of_the_German_Community_in_Belgium.svg/69px-Flag_of_the_German_Community_in_Belgium.svg.png,69px-Flag_of_the_German_Community_in_Belgium.svg.png,/wiki/German-speaking_Community_of_Belgium
Belgium,Antwerp Province,/wiki/Antwerp_Province,//upload.wikimedia.org/wikipedia/commons/thumb/1/10/Flag_of_Antwerp.svg/70px-Flag_of_Antwerp.svg.png,70px-Flag_of_Antwerp.svg.png,/wiki/Antwerp_Province
Belgium,East Flanders,/wiki/East_Flanders,//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Flag_of_Oost-Vlaanderen.svg/70px-Flag_of_Oost-Vlaanderen.svg.png,70px-Flag_of_Oost-Vlaanderen.svg.png,/wiki/East_Flanders
Belgium,Flemish Brabant,/wiki/Flemish_Brabant,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Flag_of_Flemish_Brabant.svg/70px-Flag_of_Flemish_Brabant.svg.png,70px-Flag_of_Flemish_Brabant.svg.png,/wiki/Flemish_Brabant
Belgium,Hainaut Province,/wiki/Hainaut_Province,//upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_Hainaut.svg/50px-Flag_of_Hainaut.svg.png,50px-Flag_of_Hainaut.svg.png,/wiki/Hainaut_Province
Belgium,Liège Province,/wiki/Li%C3%A8ge_Province,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_the_Province_of_Li%C3%A8ge.svg/70px-Flag_of_the_Province_of_Li%C3%A8ge.svg.png,70px-Flag_of_the_Province_of_Li%C3%A8ge.svg.png,/wiki/Li%C3%A8ge_Province
Belgium,Limburg (Belgium),/wiki/Limburg_(Belgium),//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Flag_of_Limburg_%28Belgium%29.svg/70px-Flag_of_Limburg_%28Belgium%29.svg.png,70px-Flag_of_Limburg_%28Belgium%29.svg.png,/wiki/Limburg_(Belgium)
Belgium,Luxembourg,/wiki/Luxembourg,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Official_flag_of_the_Province_of_Luxembourg.svg/70px-Official_flag_of_the_Province_of_Luxembourg.svg.png,70px-Official_flag_of_the_Province_of_Luxembourg.svg.png,/wiki/Luxembourg
Belgium,Namur Province,/wiki/Namur_Province,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_province_namur.svg/70px-Flag_province_namur.svg.png,70px-Flag_province_namur.svg.png,/wiki/Namur_Province
Belgium,Walloon Brabant,/wiki/Walloon_Brabant,//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Drapeau_Province_BE_Brabant_Wallon.svg/57px-Drapeau_Province_BE_Brabant_Wallon.svg.png,57px-Drapeau_Province_BE_Brabant_Wallon.svg.png,/wiki/Walloon_Brabant
Belgium,West Flanders,/wiki/West_Flanders,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Flag_of_West_Flanders.svg/70px-Flag_of_West_Flanders.svg.png,70px-Flag_of_West_Flanders.svg.png,/wiki/West_Flanders
Bolivia,Beni Department,/wiki/Beni_Department,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Flag_of_Beni.svg/68px-Flag_of_Beni.svg.png,68px-Flag_of_Beni.svg.png,/wiki/Beni_Department
Bolivia,Chuquisaca Department,/wiki/Chuquisaca_Department,//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Flag_of_Chuquisaca.svg/68px-Flag_of_Chuquisaca.svg.png,68px-Flag_of_Chuquisaca.svg.png,/wiki/Chuquisaca_Department
Bolivia,Cochabamba Department,/wiki/Cochabamba_Department,//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Cochabamba.svg/68px-Flag_of_Cochabamba.svg.png,68px-Flag_of_Cochabamba.svg.png,/wiki/Cochabamba_Department
Bolivia,La Paz Department (Bolivia),/wiki/La_Paz_Department_(Bolivia),//upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Flag_of_La_paz.svg/67px-Flag_of_La_paz.svg.png,67px-Flag_of_La_paz.svg.png,/wiki/La_Paz_Department_(Bolivia)
Bolivia,Oruro Department,/wiki/Oruro_Department,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Oruro.svg/68px-Flag_of_Oruro.svg.png,68px-Flag_of_Oruro.svg.png,/wiki/Oruro_Department
Bolivia,Pando Department,/wiki/Pando_Department,//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Pando.svg/68px-Flag_of_Pando.svg.png,68px-Flag_of_Pando.svg.png,/wiki/Pando_Department
Bolivia,Potosí Department,/wiki/Potos%C3%AD_Department,//upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Potos%C3%AD.svg/68px-Flag_of_Potos%C3%AD.svg.png,68px-Flag_of_Potos%C3%AD.svg.png,/wiki/Potos%C3%AD_Department
Bolivia,Santa Cruz Department (Bolivia),/wiki/Santa_Cruz_Department_(Bolivia),//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Flag_of_Santa_Cruz.svg/68px-Flag_of_Santa_Cruz.svg.png,68px-Flag_of_Santa_Cruz.svg.png,/wiki/Santa_Cruz_Department_(Bolivia)
