index,title,date,nyt_firstPublished,nyt_byline,nyt_headline,nyt_summary,nyt_url,isTheaterReview,nyt_openDate,nyt_startDate,nyt_stopDate,nyt_cast,nyt_creators,nyt_name,nyt_venue
6370,On the Shore of the Wide World,2017-09-12,2017-09-13,By Ben Brantley,Review: 3 Generations Aching to Connect ‘On the Shore of the Wide World’,Simon Stephens’s play explores the dreams and disappointments in one working-class family.,https://www.nytimes.com/2017/09/12/theater/on-the-shore-of-the-wide-world-review.html,true,2017-09-12,2017-08-23,2017-10-08,"Blair Brown, Odiseas Georgiadis, Peter Maloney, Mary McCann, LeRoy McClain, Tedra Millan, Ben Rosenfield, Luke Slattery, C.J. Wilson and Amelia Workman",Written by Simon Stephens; Directed by Neil Pepe,On the Shore of the Wide World,Atlantic Theater Company at the Linda Gross Theater
5315,Once,2011-12-06,1996-04-12,By Vincent Canby,"THEATER REVIEW;Once Again, The Taming Of a Despot",,https://www.nytimes.com/1996/04/12/theater/theater-review-once-again-the-taming-of-a-despot.html,true,,,,,,,
4003,Once Around the Sun,2005-08-11,1991-06-19,By Wilborn Hampton,Theater in Review,,https://www.nytimes.com/1991/06/19/theater/theater-in-review-002291.html,true,,,,,,,
6069,Once Upon a Mattress,2015-12-13,2015-12-14,By Ben Brantley,"Review: In ‘Once Upon a Mattress,’ Jackie Hoffman as Paradoxical Charmer","Ms. Hoffman, in the role Carol Burnett originated in 1959, is a vocal slapstick artist of both speech and song, shifting registers and styles with madcap virtuosity.",https://www.nytimes.com/2015/12/14/theater/review-in-once-upon-a-mattress-jackie-hoffman-as-paradoxical-charmer.html,true,2015-12-10,2015-11-23,2016-01-03,"Jackie Hoffman as Princess Winnifred, John ""Lypskina"" Epperson as Queen Aggravain, Jessica Fontana as Lady Larken, David Greenspan as The King, Hunter Ryan Herdlicka as The Minstrel, Cory Lingner as The Jester, Zak Resnick as Sir Harry, Jay Rogers as The Wizard and Jason SweetTooth Williams as Prince Dauntless; Also Vivienne Cleary, Richard Costa, Michael De Souza, Tim Dolan, Jack Donahue, Amy Griffin, Sarah Killough, Kristen Michelle, Ali Reed and Doug Shapiro","Music by Mary Rodgers; Lyrics by Marshall Barer; Book by Jay Thompson, Marshall Barer and Dean Fuller; Directed by Jack Cummings III",Once Upon a Mattress,Henry Street Settlement – Abrons Arts Center
5240,One Arm,2011-06-09,1994-01-19,By Wilborn Hampton,Theater in Review,,https://www.nytimes.com/1994/01/19/theater/theater-in-review-919250.html,true,,,,,,,
5974,One Day,2015-02-19,2002-04-02,By Lawrence Van Gelder,THEATER REVIEW; One Busy Guy Makes a Whole Mob Scene,Lawrence Van Gelder reviews play The Godfadda Workout: A Parody in 12 Rounds created and performed by Seth Isler and directed by Susan Jane Sullivan; photo (M),https://www.nytimes.com/2002/04/02/theater/theater-review-one-busy-guy-makes-a-whole-mob-scene.html,true,,,,,,,
6181,One Funny Mother,2016-04-14,2016-04-24,By Neil Genzlinger,Review: ‘One Funny Mother’ Delivers One-Liners Without Depth,Dena Blizzard’s solo show about the travails of motherhood offers an evening of easy laughs but little insight.,https://www.nytimes.com/2016/04/25/theater/review-one-funny-mother-delivers-one-liners-withoutdepth.html,true,2016-04-09,2016-03-31,2016-07-02,Dena Blizzard,Written and performed by Dena Blizzard; Directed by Carl Andress,One Funny Mother,New World Stages
6826,one in two,2019-12-10,2001-03-20,By Bruce Weber,"THEATER REVIEW; One Actor, Two Stories and the Burden of Memories","Bruce Weber reviews In Dreams and Gimpel, one-man show in which David Margulies renders two short stories--Gimpel the Fool, by Isaac Bashevis Singer, and In Dreams Begin Responsibilities, by Delmore Schwartz; photo (M)",https://www.nytimes.com/2001/03/20/theater/theater-review-one-actor-two-stories-and-the-burden-of-memories.html,true,,,,,,,
6545,"One Nation, One Mission, One Promise",2018-01-12,1992-05-15,By Frank Rich,Review/Theater; Diversities of America In One-Person Shows,,https://www.nytimes.com/1992/05/15/theater/review-theater-diversities-of-america-in-one-person-shows.html,true,,,,,,,
6547,One Neck,1992-06-03,2002-10-31,By Neil Genzlinger,"THEATER REVIEW; Excuse Me, but Your Teeth Are in My Neck",Neil Genzlinger reviews David Drake's one-man show Son of Drakula (M),https://www.nytimes.com/2002/10/31/theater/theater-review-excuse-me-but-your-teeth-are-in-my-neck.html,true,,,,,,,
5230,One Night with Fanny Brice,2011-04-03,2011-04-13,By Andy Webster,A Funny Girl Strives to Survive,Kimberly Faye Greenberg offers an earthier version of the legendary Funny Girl in “One Night With Fanny Brice.”,https://www.nytimes.com/2011/04/14/theater/reviews/one-night-with-fanny-brice.html,true,,,,,,,
5684,One Night...,2013-11-20,2011-04-13,By Andy Webster,A Funny Girl Strives to Survive,Kimberly Faye Greenberg offers an earthier version of the legendary Funny Girl in “One Night With Fanny Brice.”,https://www.nytimes.com/2011/04/14/theater/reviews/one-night-with-fanny-brice.html,true,,,,,,,
4078,One-Man Star Wars Trilogy,2005-08-09,2005-08-10,By Jason Zinoman,"All the 'Star Wars' Characters, Dissolved Into a Solo Performance",Jason Zinoman reviews Charles Ross's solo play One-Man Star Wars Trilogy; photo (M),https://www.nytimes.com/2005/08/10/theater/reviews/all-the-star-wars-characters-dissolved-into-a-solo.html,true,,,,,,,
5339,One-Man Star Wars Trilogy,2011-12-02,2005-08-10,By Jason Zinoman,"All the 'Star Wars' Characters, Dissolved Into a Solo Performance",Jason Zinoman reviews Charles Ross's solo play One-Man Star Wars Trilogy; photo (M),https://www.nytimes.com/2005/08/10/theater/reviews/all-the-star-wars-characters-dissolved-into-a-solo.html,true,,,,,,,
6722,Only Human,2019-10-21,1989-03-12,By D. J. R. Bruckner,Review/Theater; Exploring Improbabilities And the Human Comedy,,https://www.nytimes.com/1989/03/12/theater/review-theater-exploring-improbabilities-and-the-human-comedy.html,true,,,,,,,
3070,Open Heart,2004-03-17,2004-04-20,By Margo Jefferson,THEATER REVIEW; Layups for Love In the Heart Of an Arena,"Margo Jefferson reviews New Georges production of Deb Margolin play Three Seconds in the Key, directed by Alexandra Aron; Catherine Curtin, Malcolm Morano and Samuel R Gates star; photo (M)",https://www.nytimes.com/2004/04/20/theater/theater-review-layups-for-love-in-the-heart-of-an-arena.html,true,,,,,,,
4536,Opus,2007-08-07,1993-11-27,By D. J. R. Bruckner,Review/Theater; Memories of the 1960's In a Very Personal Voice,,https://www.nytimes.com/1993/11/27/theater/review-theater-memories-of-the-1960-s-in-a-very-personal-voice.html,true,,,,,,,
4940,"Or,",2009-11-03,1995-12-11,By Lawrence Van Gelder,THEATER REVIEW;In a Manger With the Proletariat,,https://www.nytimes.com/1995/12/11/theater/theater-review-in-a-manger-with-the-proletariat.html,true,,,,,,,
3881,Orgasms,2005-04-21,1996-10-23,By D. J. R. Bruckner,THEATER IN REVIEW,"D J R Bruckner reviews Eve Ensler's one-woman show, The Vagina Monologues (S)",https://www.nytimes.com/1996/10/23/theater/theater-in-review-940798.html,true,,,,,,,
6734,Original Sound,2019-05-09,2000-10-18,By Ben Brantley,THEATER REVIEW; The Sounds of Silence: Hearken or Perish,"Ben Brantley reviews Craig Lucas play Stranger, presented at Vineyard Theater; Mark Brokaw directs; photo (M)",https://www.nytimes.com/2000/10/18/theater/theater-review-the-sounds-of-silence-hearken-or-perish.html,true,,,,,,,
5109,Orlando,2010-09-23,1994-03-16,By Wilborn Hampton,Theater in Review,,https://www.nytimes.com/1994/03/16/theater/theater-in-review-482170.html,true,,,,,,,
4574,Oroonoko,2008-02-10,2008-02-11,By Charles Isherwood,Star-Crossed Lovers Caught in an Unenlightened Era,"“Oroonoko” is a disappointment onstage, maybe in part because it sounded so intriguing on paper.",https://www.nytimes.com/2008/02/11/theater/reviews/11oroo.html,true,2008-02-10,2008-02-02,2008-03-09,"Starring Albert Jones, Toi Perkins, Che Ayende, David Barlow, Gregory Derelian, John Douglas Thompson, Ira Hawkins, Leroy McClain, Christen Simon, Jordan C. Haynes, Ezra Knight and Graeme Malcolm",,Oroonoko,Duke on 42nd Street Theater
4969,Orpheus X,2009-12-03,2009-12-05,By Charles Isherwood,A Rock Star Singing the Blues Over His Lost Muse,"“Orpheus X,” a music-theater piece at the Duke on 42nd Street written by and starring Rinde Eckert, tracks a man obsessed with the unknown woman his taxi mowed down one rainy night.",https://www.nytimes.com/2009/12/05/theater/reviews/05orpheus.html,true,2009-12-03,2009-12-02,2009-12-20,"Rinde Eckert as Orpheus, Suzan Hanson as Eurydice, John Kelly as John/Persephone",,Orpheus X,Duke on 42nd Street Theater
6156,Oslo,2016-07-11,2017-04-14,By Ben Brantley,‘Oslo’ Fills a Large Canvas in a Thrilling Production,Bartlett Sher’s masterly production of J.T. Rogers’s drama about the Oslo Accords is reborn as the colossus it was always meant to be.,https://www.nytimes.com/2017/04/13/theater/oslo-broadway-review.html,true,2017-04-13,2017-03-23,2017-07-16,"Michael Aronov, Anthony Azizi, Adam Dannheisser, Jennifer Ehle, Daniel Jenkins, Dariush Kashani, Jeb Kreager, Jefferson Mays, Christopher McHale, Daniel Oreskes, Henny Russell, Joseph Siravo and T. Ryder Smith",Written by J.T. Rogers; Directed by Bartlett Sher,Oslo,Lincoln Center - Vivian Beaumont Theater
3318,Othello,2004-06-10,1993-08-28,By Wilborn Hampton,"Review/Theater; An 'Othello' Outdoors, With Sirens",,https://www.nytimes.com/1993/08/28/theater/review-theater-an-othello-outdoors-with-sirens.html,true,,,,,,,
4779,Othello,2009-02-22,1993-08-28,By Wilborn Hampton,"Review/Theater; An 'Othello' Outdoors, With Sirens",,https://www.nytimes.com/1993/08/28/theater/review-theater-an-othello-outdoors-with-sirens.html,true,,,,,,,
4948,Othello,2009-09-27,1993-08-28,By Wilborn Hampton,"Review/Theater; An 'Othello' Outdoors, With Sirens",,https://www.nytimes.com/1993/08/28/theater/review-theater-an-othello-outdoors-with-sirens.html,true,,,,,,,
6218,Othello,2016-12-12,1993-08-28,By Wilborn Hampton,"Review/Theater; An 'Othello' Outdoors, With Sirens",,https://www.nytimes.com/1993/08/28/theater/review-theater-an-othello-outdoors-with-sirens.html,true,,,,,,,
6575,Othello,2018-06-18,1993-08-28,By Wilborn Hampton,"Review/Theater; An 'Othello' Outdoors, With Sirens",,https://www.nytimes.com/1993/08/28/theater/review-theater-an-othello-outdoors-with-sirens.html,true,,,,,,,
6222,Othello: The Remix,2016-11-16,2016-11-17,By Charles Isherwood,"Review: ‘Othello’ Goes Hip-Hop. There’s Humor, Too.","The Q Brothers have concocted another mash-up of rap and Shakespeare. And the laughter grows, right along with the stack of corpses.",https://www.nytimes.com/2016/11/17/theater/othello-the-remix-review.html,true,2016-11-16,2016-10-25,2017-01-15,"GQ, JQ, Jackson Doran, Postell Pringle and DJ Supernova","Written, directed and composed by GQ and JQ",Othello: The Remix,Westside Theater - Downstairs
