index,title,date
4394,The Treatment,2006-09-12
6688,The Trial of the Catonsville Nine,2019-02-06
6517,The Trials of Oz,1972-12-19
5697,The Tribute Artist,2014-02-09
3117,The Tricky Part,2004-04-12
4202,The Trip To Bountiful,2005-12-04
2558,The Triumph of Love,2003-03-30
6583,The True,2018-09-20
5622,The Tutors,2013-06-05
5552,The Twenty-Seventh Man,2012-11-19
3312,The Two and Only,2004-05-13
3036,The Two Noble Kinsmen,2003-10-19
5630,The Two-Character Play,2013-06-19
5608,The Unavoidable Disappearance of Tom Durnin,2013-06-27
6740,The Underlying Chris,2019-11-21
4919,The Understudy,2009-11-05
6580,The Unexpected Guest,2018-04-13
4856,The Unseen,2009-03-08
6801,The Unsinkable Molly Brown,2020-02-26
6771,The Vagrant Trilogy,2020-04-01
6197,The Very Hungry Caterpillar Show,2016-06-11
6349,The View UpStairs,2017-02-28
5628,The Village Bike,2014-06-10
6437,The Violin,2017-09-19
6772,The Visitor,2021-11-04
4383,The Voyage of the Carcass,2006-10-16
4421,The Voysey Inheritance,2006-12-06
1699,The Water Coolers,2002-10-13
4289,The Water's Edge,2006-06-14
6744,the way she spoke,2019-07-18
5916,The Way We Get By,2015-05-12
5859,The Wayside Motor Inn,2014-09-04
5611,The Weir,2013-05-23
5504,The Whale,2012-11-05
5170,The Whipping Man,2011-02-01
6350,The Whirligig,2017-05-21
6709,The White Devil,2019-03-31
6647,The White Whore and the Bit Player,1973-02-05
5803,The Who & The What,2014-06-16
4863,The Widowing of Mrs. Holroyd,2009-03-01
6163,The Wildness Sky Pony's Rock Fairy Tale,2016-02-29
6631,The Winning Side,2018-10-08
2205,The Winter's Tale,2003-01-30
5042,The Winter's Tale,2010-07-01
5968,The Winter's Tale,2015-02-22
5192,The Witch of Edmonton,2011-02-03
6209,The Wolves,2016-09-11
6878,The Woman in Black,2020-01-23
2398,The Women of Lockerbie,2003-04-07
5574,The Wonderful Wizard of Song: The Music of Harold Arlen,2013-01-10
5758,The Wong Kids in The Secret of the Space Chupacabra Go!,2014-01-31
4203,The Wooden Breeks,2006-02-21
6100,The Woodsman,2016-02-08
4613,The Wooster Group Hamlet,2007-10-31
5800,The World of Extreme Happiness,2015-02-24
6812,The Wrong Man,2019-10-07
4885,The Yeats Project,2009-04-15
5256,The Yellow Brick Road,2011-07-19
6775,The Young Man From Atlanta,2019-11-24
6102,These Paper Bullets!,2015-12-15
5834,They Call Me Q!,2014-06-04
6381,They Promised Her the Moon,2017-05-15
3062,They Wrote That?,2004-02-05
4878,Things of Dry Hours,2009-06-08
4611,Things We Want,2007-11-07
4036,Third,2005-10-24
4964,This,2009-12-02
6372,This Ain't No Disco,2018-07-24
4840,This Beautiful City,2009-02-22
6254,This Day Forward,2016-11-20
6460,This Flat Earth,2018-04-09
6505,"This Girl Laughs, This Girl Cries, This Girl Does Nothing",2018-02-10
3737,This Is How It Goes,2005-03-27
6450,This One's for the Girls,2017-10-27
5613,This Side of Neverland,2013-05-05
5032,This Wide Night,2010-05-16
6592,Thom Pain (based on nothing),2018-11-11
4764,Three Changes,2008-09-16
4561,Three Mo' Tenors,2007-09-27
5175,Three Pianos,2010-12-19
5180,Three Sisters,2011-02-03
6916,Three Sisters,2020-06-01
4685,Three Travelers,2008-01-24
3878,Thrill Me: The Leopold & Loeb Story,2005-05-26
5196,Through a Glass Darkly,2011-06-06
5099,Through the Night,2010-09-26
5177,Through the Night,2011-01-24
6242,"Tick, Tick... Boom!",2016-10-20
5832,Time of My Life,2014-06-11
5195,Timon of Athens,2011-03-01
5584,Tina Packer's Women of Will,2013-02-03
4586,Tings Dey Happen,2007-08-07
6271,Tiny Beautiful Things,2016-11-30
5900,'Tis Pity She's a Whore,2015-04-26
5386,Title and Deed,2012-05-20
5899,Titus Andronicus,1967-08-08
5326,Titus Andronicus,2011-12-13
4595,Tom Crean Antartic Explorer,2007-07-22
1947,Tommy Tune: White Tie and Tails,2002-12-18
5198,Tomorrow Morning,2011-03-30
6625,Toni Stone,2019-06-20
5791,Tony n' Tina's Wedding,2014-04-28
5733,Too Much Sun,2014-05-20
5001,Top Secret: The Battle for the Pentagon Papers,2010-03-09
6427,Torch Song,2017-10-19
4453,Touch,2003-10-09
3221,Toxic Audio In Loudmouth,2004-04-18
5270,Traces,2011-08-08
6570,Trainspotting Live,2018-07-15
6391,Transfers,2018-04-23
4523,transFigures,2007-04-16
5724,Transport,2014-02-16
6917,Trevor,2021-11-10
5391,TRIASSIC PARQ: The Musical,2012-06-27
5365,Tribes,2012-03-04
6710,Trick or Treat,2019-02-22
5281,Tricks The Devil Taught Me,2011-08-18
5990,Trip of Love,2015-10-18
3416,Triptych,2004-10-07
6213,Troilus and Cressida,2016-08-03
4692,Trojan Women,2008-01-17
3883,Trolls,2005-05-19
2915,Trumbo: Red White and Blacklisted,2003-09-04
4602,Trumpery,2007-12-05
5056,Trust,2010-08-12
3417,Trying,2004-10-13
4269,Tryst,2006-04-06
5272,Tryst,2011-07-07
1820,Tuesdays with Morrie,2002-11-19
6169,Turn Me Loose,2016-05-19
3898,Twelfth Night,2005-06-25
4865,Twelfth Night,2009-02-02
4895,Twelfth Night,2009-06-25
6341,Twelfth Night,2017-04-27
6585,Twelfth Night,2018-07-31
6792,Twilight: Los Angeles 1992,2021-10-12
3490,Two Brothers Who Are Not Brothers,2004-10-27
4012,Two Gentlemen of Verona,2005-08-28
4636,Two Thousand Years,2008-01-31
4416,Two Trains Running,2006-12-03
4911,Two Unrelated Plays by David Mamet: Keep Your Pantheon and School,2009-09-30
6814,Two's A Crowd,2019-07-21
6979,Unacceptable,2021-09-09
5618,Unbroken Circle,2013-06-19
6655,Uncle Romeo Vanya Juliet,2018-09-25
2212,Uncle Vanya,2003-01-10
4767,Uncle Vanya,2009-02-12
5879,Uncle Vanya,2014-09-21
6463,Uncommon Sense,2017-11-02
4669,Unconditional,2008-02-18
5792,Under My Skin,2014-05-15
3570,Under the Bridge,2005-01-06
6230,Underground Railroad Game,2016-09-13
6752,Underground Railroad Game,2019-06-01
934,Underneath the Lintel,2001-10-23
6511,Unexpected Joy,2018-05-03
6777,Unknown Soldier,2020-03-08
5245,Unnatural Acts,2011-06-23
4809,Urban Death,2008-10-10
5231,Urge for Going,2011-04-10
3058,Valhalla,2004-02-05
6430,Van Gogh's Ear,2017-08-17
4901,Vanities,2009-07-16
6275,Vanity Fair,2017-04-02
5553,Vanya and Sonia and Masha and Spike,2012-11-12
5594,Venice,2013-06-13
6355,Venus,2017-05-15
4995,Venus in Fur,2010-01-26
5861,Verite,2015-02-18
6199,Verso,2016-09-28
5062,Viagara Falls,2010-07-21
4442,Victoria Martin: Math Team Queen,2007-01-21
6104,Vietgone,2016-10-25
4890,Vieux Carre,2009-05-27
5219,Vieux Carre,2011-02-22
6185,Vincent,2016-04-07
6568,Vitaly: An Evening of Wonders,2018-06-20
5267,Voca People,2011-07-12
5363,Voca People,2012-02-16
5557,VOLPONE or The Fox,2012-12-02
3433,Waitin' 2 End Hell,2004-06-30
4077,Waiting for Godot,2005-11-16
5901,Waiting for Godot,2014-09-04
6306,"Wakey, Wakey",2017-02-27
3892,Walk Two Moons,2005-07-13
4555,Walmartopia,2007-09-03
4661,Wanda's World,2008-01-23
6064,War,2016-06-06
5428,Warrior Class,2012-07-23
5511,Water By The Spoonful,2013-01-08
5843,Wayra: Fuerza Bruta,2014-07-08
6704,We Are the Tigers,2019-02-21
5250,We Live Here,2011-10-12
5419,We Play for the Gods,2012-06-09
5058,We the People: America Rocks!,2010-07-14
6961,"Welcome Home, or Ten Tiny Snapshots of WP",2021-09-20
3108,Well,2004-03-28
4754,We'll Meet Again,1995-07-27
5601,Well-Strung: The Singing String Quartet,2013-02-28
5647,We're Gonna Die,2013-08-05
6858,We're Gonna Die,2020-02-25
6725,We're Only Alive for a Short Amount of Time,2019-06-27
3671,We're Still Hot,2005-02-08
1946,What Didn't Happen,2002-12-10
3739,What of the Night,2005-04-06
4923,What Once We Felt,2009-11-09
5508,What Rhymes with America,2012-12-12
6610,What the Constitution Means to Me,2018-10-01
6894,What to Send Up When It Goes Down,2021-09-24
6465,What We're Up Against,2017-11-08
1489,What's a Nice Country Like You...Doing in a State Like This?,1985-07-31
5716,What's It All About? Bacharach Reimagined,2013-12-05
4830,What's That Smell: The Music of Jacob Sterling,2008-11-01
5129,When I Come to Die,2011-02-10
6832,When It Happens to You,2019-10-13
5018,When the Rain Stops Falling,2010-03-08
5643,When We Were Young and Unafraid,2014-06-17
3112,Where Do We Live?,2004-05-11
6813,Where We Stand,2020-02-11
5845,While I Yet Live,2014-10-12
3413,White Chocolate,2004-10-06
6302,White Guy on the Bus,2017-03-18
6554,White Noise,2019-03-20
6174,White Rabbit Red Rabbit,2016-03-07
5033,White Woman Street,2010-05-16
5011,White's Lies,2010-05-06
3575,Who Is Floyd Stearn?,2004-11-01
6344,Who Would Be King,2017-03-16
5964,Whorl Inside a Loop,2015-08-27
6472,Who's Holiday!,2017-11-28
4851,"Why Torture Is Wrong, and the People Who Love Them",2009-04-06
6442,Wicked Clone The Cinema Musical,2017-10-27
6519,Wicked Frozen,2018-04-08
5856,Wiesenthal,2014-11-05
4785,Wig Out!,2008-09-30
6609,Wild Abandon,2018-09-24
5327,Wild Animals You Should Know,2011-11-20
6552,Wild Goose Dreams,2018-11-14
5482,Wild With Happy,2012-10-23
6287,Wilderness,2016-10-26
4869,Wildflower,2009-07-27
5110,Wings,2010-10-24
2933,Wintertime,2004-03-02
6518,Wish You Were Here,1987-05-14
6906,With A Little Help...It's John Belushi,2019-12-05
5047,Wittenberg,2011-03-20
6757,Wives,2019-09-16
3688,Woman Before a Glass,2005-03-10
3046,Women on Fire,2003-11-19
5645,Women or Nothing,2013-09-16
6314,Wonderland: Alice's Rock & Roll Adventure,2017-03-04
5894,Bauer,2014-09-09
5679,Bayside! The Musical!,2013-09-21
6571,Be More Chill,2018-08-09
4773,Beast,2008-09-15
3774,Beast on the Moon,2005-04-28
3066,Beautiful Child,2004-02-24
6201,Beauty and the Beast,2016-02-27
6806,Beauty and the Beast,2019-02-28
4172,Beauty of the Father,2006-01-10
6646,Because I Could Not Stop: An Encounter with Emily Dickinson,2018-09-27
4633,Beckett Shorts,2007-12-18
2925,Beckett/Albee,2003-10-09
4819,Becky Shaw,2009-01-08
5678,Becoming Dr. Ruth,2013-10-29
2218,bedbound,2003-01-23
5706,Bedlam's Hamlet and Saint Joan,2013-11-19
6135,Bedlam's SENSE & SENSIBILITY,2016-02-04
4667,Beebo Brinker Chronicles,2008-03-05
6075,Before Your Very Eyes,2015-10-25
3673,Belfast Blues,2005-01-20
6789,Bella Bella,2019-10-22
6362,Bella: An American Tall Tale,2017-06-12
3495,Belle Epoque,2004-11-21
5517,Belleville,2013-03-03
4045,Beowulf,2005-10-16
2908,Berkshire Village Idiot,2003-09-04
4195,Bernarda Alba,2006-03-06
5512,Bethany,2013-01-20
4675,Betrayed,2008-02-06
1710,Betty Rules,2002-10-15
5839,Between Riverside and Crazy,2014-07-31
5917,Between Riverside and Crazy,2015-02-11
6861,Between the Lines,--
3110,Between Us,2004-04-20
5224,Between Worlds (Entre Mundos),2011-03-20
2332,Bexley (OH!) or Two Tales of One City,2003-03-10
6923,Beyond Babel,2020-02-01
4535,Beyond Glory,2007-06-21
5367,Beyond the Horizon,2012-02-26
4410,Bhutan,2006-10-29
3067,Big Bill,2004-02-22
5957,Big Love,2015-02-23
5687,Bike America,2013-10-01
5738,Bikeman,2014-02-18
4505,Bill W. and Dr. Bob,2007-03-05
5607,Bill W. and Dr. Bob,2013-07-16
5871,Billy & Ray,2014-10-20
4063,Bingo,2005-11-07
3784,Birdie Blue,2005-06-23
3054,Birdy,2003-12-02
3111,Biro,2004-04-18
4371,Birth and After Birth,2006-10-03
5053,Black Angels Over Tuskegee,2010-02-15
5471,Black Milk,2012-07-19
4642,Black Nativity,2007-11-30
5173,Black Nativity Now,2010-12-03
5181,Black Tie,2011-02-08
4298,Blackbird,2007-04-10
4839,Blanche Survives Katrina in a FEMA Trailer Named Desire,2009-01-25
5909,Blank! The Musical,2014-11-17
1711,Blessing in Disguise,2002-10-19
4945,Blind Lemon Blues,2009-09-15
6937,Blindness,2021-04-06
6618,BLKS,2019-05-09
5300,Blood and Gifts,2011-11-21
5190,Blood From a Stone,2011-01-12
4376,Blood on the Dining Room Floor,2000-04-16
4857,Blood Type: Ragu,2009-03-05
5016,Bloody Bloody Andrew Jackson,2010-04-06
4368,Blue Door,2006-10-10
6563,Blue Ridge,2019-01-07
1978,Blue/Orange,2002-11-24
6884,Bob & Carol & Ted & Alice,2020-02-04
6593,Boesman and Lena,2019-02-25
2732,Boobs! The Musical,2003-05-19
6133,Boogie Stomp!,2015-10-16
1702,Book of Days,2002-11-03
6662,Book of Merman,2018-10-10
6851,BOOM,2020-01-16
5785,Bootycandy,2014-09-10
3879,Boozy,2005-05-11
3889,Border/Clash,2005-06-16
4475,Boston Marriage,2002-11-20
4775,Boys' Life,2008-10-20
4774,Break Out,2008-09-23
5672,Breakfast With Mugabe,2013-08-17
5662,Brendan at the Chelsea,2013-09-08
6282,Bright Colors And Bold Patterns,2016-12-19
6469,Bright Colors And Bold Patterns,2017-11-20
5978,Bright Half Life,2015-02-25
2928,Bright Ideas,2003-11-12
6859,"Broadbend, Arkansas",2019-11-10
6721,Broadway Bounty Hunter,2019-07-23
4873,Broke-ology,2009-10-05
5398,Bronte: A Portrait of Charlotte,2012-05-03
5463,Bronte: A Portrait of Charlotte,2012-08-01
5660,Bronx Bombers,2013-10-08
5926,Brooklynite,2015-02-25
5895,brownsville song (b-side for tray),2014-10-20
4680,Buffalo Gal,2008-08-05
3069,Bug,2004-02-29
6374,Building the Wall,2017-05-21
6261,Bull in a China Shop,2017-03-01
6457,Bulldozer: The Ballad of Robert Moses,2017-12-07
5432,Bullet for Adolf,2012-08-08
5597,Bunty Berman Presents...,2013-05-09
6119,Buried Child,2016-02-17
4271,Burleigh Grime$,2006-06-13
1434,Burn This,2002-09-19
5329,Burning,2011-11-14
1703,Burning Blue,2002-10-16
6217,Butler,2016-07-27
5635,Buyer & Cellar,2013-06-18
5971,Buzzer,2015-04-08
5855,By the Water,2014-11-18
5205,"By the Way, Meet Vera Stark",2011-05-09
6590,"By the Way, Meet Vera Stark",2019-02-19
6339,C.S. Lewis Onstage: The Most Reluctant Convert,2017-03-02
6080,C.S. Lewis' The Great Divorce,2015-12-03
5201,Cactus Flower,2011-03-10
6818,Caesar and Cleopatra,2019-09-24
3501,Cam Jansen,2004-11-12
6763,Cambodian Rock Band,2020-02-24
6746,Camp Morning Wood: A Very Naked Musical,2019-06-06
6352,Can You Forgive Her?,2017-05-23
4209,Candida,2005-12-28
5009,Candida,2010-03-07
6206,Cantorial,1988-10-27
3897,Captain Louie,2005-05-08
4064,Captain Louie,2005-10-31
6464,Cardinal,2018-01-30
6478,Carmen Jones,2018-06-27
3033,Carnival Knowledge,2003-08-19
3044,"Caroline, or Change",2003-11-30
6739,Caroline's Kitchen,2019-05-02
5331,Carrie,2012-03-01
2591,Cavedweller,2003-05-08
4072,Celebration and The Room,2005-12-05
6715,Celebrity Confessions: Live From Broadway,2017-06-12
4618,Celia,2007-09-26
4778,Chair,2008-12-11
5237,Channeling Kevin Spacey,2011-05-15
6388,Charm,2017-09-19
4683,Chasing Manet,2009-04-09
5498,Checkers,2012-11-08
6987,Cheek to Cheek: Irving Berlin in Hollywood,2021-12-02
3118,Chef's Theater: A Musical Feast,2004-04-14
6911,Chekhov/Tolstoy: Love Stories,2020-02-10
5699,Cheri,2013-12-08
6699,Chick Flick the Musical,2019-03-07
3119,Chinese Friends,2004-05-25
5548,Choir Boy,2013-07-02
6243,Chris Gethard: Career Suicide,2016-10-13
6641,Christmas in Hell,2018-12-13
4653,Chuckleball: Jailhouse Jocks,2007-11-02
6309,Church and State,2017-03-27
5956,Churchill,2015-02-18
6202,Cinderella,2015-02-22
6082,Cinderella,2015-10-05
6573,Cinderella The Musical,2018-02-18
4959,Circle Mirror Transformation,2009-10-13
4972,Circumcise Me,2009-11-18
5920,City Of,2015-02-05
2171,Class Mothers '68,2002-12-09
4792,Clay,2008-10-15
6661,Cleopatra,2018-11-07
6049,Clever Little Lies,2015-10-12
4889,"Click, Clack, Moo",2009-07-28
5969,Clinton The Musical,2015-04-09
5566,Clive,2013-02-07
5251,Close Up Space,2011-12-19
5416,Closer Than Ever,2012-06-20
6597,"Clueless, The Musical",2018-12-11
4980,Clybourne Park,2010-02-21
6770,Coal Country,2020-03-03
5389,Cock,2012-05-17
6929,Cold Air,1985-05-09
4016,Colder Than Here,2005-09-28
6033,Colin Quinn The New York Story,2015-07-23
5114,Colin Quinn: Long Story Short,2010-06-19
6695,Colin Quinn: Red State Blue State,2019-01-22
6984,Colin Quinn: The Last Best Hope,2021-11-02
5538,Collapse,2013-04-16
6574,"Collective Rage: A Play in 5 Betties; In Essence, A Queer and Occasionally Hazardous Exploration; Do You Remember When You Were In Middle School And You Read About Shackleton And How He Explored the Antarctic? Imagine the Antarctic As a Pussy and It’s Sort of Like That",2018-09-12
4301,columbinus,2006-05-22
2211,Comedians,2003-01-15
6543,Comfort Women,2018-07-27
5269,Completeness,2011-09-13
5211,Compulsion,2011-02-17
4227,Confessions of a Mormon Boy,2006-02-05
5457,Conquest of the Universe or Where Queens Collide,1979-10-06
6528,Continuity,2019-05-21
4657,Conversations in Tusculum,2008-03-11
3078,Cookin',2004-03-07
4874,Coraline,2009-06-01
6268,Coriolanus,2016-10-30
6756,Coriolanus,2019-08-05
2226,Corner Wars,2003-01-15
6307,Cost of Living,2017-06-07
5474,Cougar the Musical,2012-08-26
3675,Counsellor-At-Law,2005-01-30
4960,County of Kings: The Beautiful Struggle,2009-10-12
5352,CQ/CX,2012-02-15
5229,Cradle and All,2011-05-25
6925,Crane Story,2011-09-15
5725,Craving for Travel,2014-01-22
4369,Crazy Mary,2007-06-03
4639,Crimes of the Heart,2008-02-14
4736,crooked,2008-04-20
5908,Crossing Delancey,1985-04-25
1704,Crowns,2002-12-03
6492,Cruel Intentions: The 90s Musical Experience,2017-12-11
5615,Cuff Me: The Fifty Shades of Grey Musical Parody,2013-05-05
6773,Cullud Wattah,2021-11-17
6594,Curse of the Starving Class,2019-05-13
6377,Curvy Widow,2017-08-03
5188,Cymbeline,2011-01-16
5288,Cymbeline,2011-09-08
6567,Cyprus Avenue,2018-06-25
6835,Cyrano,2019-11-07
6731,Cyrano de Bergerac,2018-04-15
6907,Da Vinci & Michelangelo: The Titans Experience,2019-08-17
6004,Dada Woof Papa Hot,2015-11-09
6237,Daddy Issues,2016-10-06
6036,Daddy Long Legs,2015-09-28
4436,Dai (enough),2006-11-14
4648,Dai (enough),2007-11-19
3507,Dames at Sea,2004-09-30
6423,Dan Cody's Yacht,2018-06-06
6875,Dana H.,2020-02-25
6461,Dance Nation,2018-05-08
5295,Dancing at Lughnasa,2011-10-30
5656,Dancing on Nails,2013-07-24
6697,Daniel Sloss: X,--
6331,Daniel's Husband,2017-04-04
6670,Daniel's Husband,2018-10-28
4879,Danny and Sylvia: The Danny Kaye Musical,2009-05-13
3418,Danny and the Deep Blue Sea,2004-11-10
6167,Daphne's Dive,2016-05-15
6626,Days of Rage,2018-10-09
4580,Dead Man's Cell Phone,2008-03-04
6225,Dead Poets Society,2016-11-17
6086,Dear Elizabeth,2015-10-28
6146,Dear Evan Hansen,2016-05-01
2613,Dear Liar,1977-05-15
3497,Death and the Ploughman,2004-11-14
5206,Death Takes a Holiday,2011-07-21
1631,Debbie Does Dallas,2002-10-29
3777,Dedication or The Stuff of Dreams,2005-08-18
4494,Defender of the Faith,2007-03-08
6708,A Christmas Carol,2018-11-25
6895,A Christmas Carol,2019-12-01
5509,A Civil War Christmas,2012-12-04
6198,A Class Act,2016-07-25
6413,A Clockwork Orange,2017-09-25
6974,A Commercial Jingle for Regina Comet,2021-09-17
5006,A Cool Dip in the Barren Saharan Crick,2010-03-28
4739,A Dangerous Personality,2008-06-11
5822,A Fable,2014-05-21
4576,A Feminine Ending,2007-10-17
4304,A Fine & Private Place,2006-04-27
5997,A Funny Thing Happened on the Way to the Gynecologic Oncology Unit at Memorial Sloan-Kettering Cancer Center of New York City,2016-06-07
4349,A Jew Grows in Brooklyn,2006-06-07
4378,A Jew Grows in Brooklyn,2006-10-11
5547,A Kid Like Jake,2013-06-17
2106,A Last Dance for Sybil,2002-12-03
6495,A Letter To Harvey Milk,2018-03-06
4996,A Lie of the Mind,2010-02-18
6178,A Life,2016-10-24
4898,A Lifetime Burning,2009-08-11
5847,A Little Princess,2014-05-22
6658,A Lovely Sunday for Creve Coeur,1979-01-21
6649,A Lovely Sunday for Creve Coeur,2018-09-23
1480,A Man of No Importance,2002-10-10
5704,A Man's A Man,2014-01-30
5378,A Midsummer Night's Dream,2012-04-29
5953,A Midsummer Night's Dream,2015-06-11
6333,A Midsummer Night's Dream,2017-07-31
5040,A Minister's Wife,2011-05-08
5873,A Month in the Country,2015-01-29
5368,A Moon for the Misbegotten,2012-03-28
4888,A More Perfect Union,2009-05-12
4047,"A Mother, A Daughter, and A Gun",2005-11-01
5022,A Night in Vegas,2010-04-11
3491,A Number,2004-12-07
6378,A Parallelogram,2017-08-02
5912,A Particle of Dread (Oedipus Variations),2014-11-23
5194,A Perfect Future,2011-02-17
3748,A Picasso,2005-04-19
5606,A Picture of Autumn,2013-06-10
6006,A Queen for a Day,2015-05-03
4263,A Safe Harbor for Elizabeth Bishop,2006-03-30
5793,A Second Chance,2014-03-30
3496,A Second Hand Memory,2004-11-22
6971,A Sherlock Carol,2021-11-22
6909,A Sign of the Times,2020-02-27
5166,A Small Fire,2011-01-06
4013,A Soldier's Play,2005-10-17
4427,A Spanish Play,2007-02-01
4364,A Stone Carver,2006-07-27
4218,Defiance,2006-02-28
5115,Den of Thieves,2010-08-19
6336,Derren Brown: Secret,2017-05-16
6369,Describe the Night,2017-12-05
6041,Desire,2015-09-10
6445,Desperate Measures,2017-10-01
5228,Desperate Writers,2011-06-06
3693,Dessa Rose,2005-03-21
5411,Detroit,2012-09-18
5531,Detroit '67,2013-03-12
5130,Devil Boys from Beyond,2010-11-13
4577,Die Mommie Die!,2007-10-21
5052,Dietrich & Chevalier: The Musical,2010-06-20
277,Dinah Was,1998-03-24
3049,Dinner with Demons,2003-12-16
5702,Dinner with Friends,2014-02-13
3429,Dirty Tricks,2004-10-20
5681,DISASTER! A 70s Disaster Movie Musical,2013-11-04
6466,Disco Pigs,2018-01-08
5934,DISENCHANTED! A New Musical Comedy,2014-12-04
5476,Disgraced,2012-10-22
3037,Diss Diss and Diss Dat,2003-10-29
4832,Distracted,2009-03-04
4537,Dividing the Estate,2007-09-27
6712,Do You Feel Anger?,2019-04-02
5796,Doctor Faustus,2015-06-18
6717,Dog Man,2019-07-08
4074,Dog Sees God,2005-12-15
5430,Dogfight,2012-07-16
5655,Domesticated,2013-11-04
2550,Don Juan,2003-03-23
2932,Dona Rosita the Spinster,2003-12-19
5862,Donkey Punch,2014-07-31
5577,Donnybrook!,2013-02-17
5824,"Donogoo, or The Miracles of Science",2014-06-23
5495,Don't Go Gentle,2012-10-14
4893,Don't Leave It All to Your Children!,2009-05-20
4579,Doris to Darlene A Cautionary Valentine,2007-12-11
6096,Dot,2016-02-21
5223,Double Falsehood,2011-03-22
3430,Doubt,2004-11-23
6743,Douglas,--
2588,Down a Long Road,2003-05-14
6620,Downstairs,2018-11-18
6454,Downtown Race Riot,2017-11-26
6836,Dr. Jekyll & Mr. Hyde,2019-04-28
6803,Dr. Ride’s American Beach House,2019-11-05
4037,Dr. Sex,2005-09-20
5176,Dracula,2011-01-05
6902,Dracula,2020-02-17
6506,Dragapella!,2001-10-24
2395,Dream a Little Dream,2003-04-23
5291,Dreams of Flying Dreams of Falling,2011-10-03
6908,Drift,--
6239,Driving Miss Daisy,2016-06-09
6677,Dropping Gumballs on Luke Wilson,2019-06-18
3885,Drumstruck,2005-06-16
5924,Drunk Shakespeare,2014-11-01
6144,Dry Powder,2016-03-22
1705,Dublin Carol,2003-02-20
6838,Dublin Carol,2019-10-01
3063,Duet,2003-12-04
4415,Durango,2006-11-20
6853,Dust,--
4817,Dust,2008-12-04
3051,Dutch Heart of Man,2003-09-25
4444,Dutchman,2007-01-16
4477,Dying City,2007-03-04
6628,Dying City,2019-06-03
5919,Dying For It,2015-01-08
6584,Dynamite Tonight,1964-03-15
4763,East 14th,2008-07-10
6043,Eclipsed,2015-10-14
6703,Eco Village,2019-01-22
4713,Eddie Izzard,2008-02-12
3064,Eden,2004-02-01
4634,Edge,2007-10-18
6396,Edward Albee's At Home at the Zoo: Homelife & The Zoo Story,2018-02-21
5081,"Edward Albee's Me, Myself & I",2010-09-12
4605,Edward Albee's Occupant,2008-06-05
4690,Edward Albee's The American Dream and The Sandbox,2008-04-01
5362,Edward Albee's The Lady From Dubuque,2012-03-05
6221,"Edwin, The Story of Edwin Booth",2016-09-08
2733,Eight Days (Backwards),2003-06-16
5650,Einstein,2013-08-11
6825,Einstein's Dreams,2019-11-19
4043,Einstein's Gift,2005-10-06
4549,Election Day,2007-08-01
2223,Elegies,2003-03-24
4521,Elvis People,2007-06-21
3079,Embedded,2004-03-14
4409,Emergence-SEE!,2006-10-22
6872,Emojiland,2020-01-19
5560,Emotional Creature,2012-11-12
6406,Endangered! The Musical,2017-07-23
3694,Endgame,2005-02-24
6882,Endlings,2020-03-09
1132,Endpapers,2002-06-23
3113,Engaged,2004-04-29
6162,Engagements,2016-08-04
4801,Enter Laughing,2008-09-10
6726,Enter Laughing,2019-05-16
4173,Entertaining Mr. Sloane,2006-03-16
4926,Equivocation,2010-03-02
4984,Ernest in Love,2009-12-20
6346,Ernest Shackleton Loves Me,2017-05-07
4495,Essential Self-Defense,2007-03-28
5835,Ethel Sings - The Unsung Song of Ethel Rosenberg,2014-06-06
4534,eurydice,2007-06-18
6303,Evening at the Talk House,2017-02-16
3434,Eve-olution,2004-10-20
5918,EVERY BRILLIANT THING,2014-12-14
6305,Everybody,2017-02-21
4807,Everyday Rapture,2009-05-03
6540,Everyone's Fine With Virginia Woolf,2018-06-12
5972,Everything You Touch,2015-02-12
4365,Everythings Turning Into Beautiful,2006-08-03
6551,Eve's Song,2018-11-07
4362,Evil Dead: The Musical,2006-11-01
4438,Exits and Entrances,2007-04-04
4998,Extinction,2010-02-17
3722,Eyewitness Blues,2005-03-16
5583,F#%king Up Everything,2013-03-24
6589,"Fabulation, or The Re-Education of Undine",2018-12-10
4737,Fabulous Divas of Broadway,2008-02-27
6318,Fade,2017-02-08
6958,Fairycakes,2021-10-24
2791,Fairytales of the Absurd,2003-06-12
5485,Falling,2012-10-15
5038,Falling for Eve,2010-07-15
2927,Fame on 42nd Street,2003-11-11
6134,Familiar,2016-03-03
4222,Family Secrets,2006-03-08
4992,Family Week,2010-05-04
5575,Fancy Nancy The Musical,2012-11-24
5891,Fancy Nancy: Splendiferous Christmas,2014-11-22
4214,Fanny Hill,2006-02-14
1712,Far Away,2002-11-11
5544,Far From Heaven,2013-06-02
5833,Farcicals: A Double Bill of Frivolous Comedies,2014-06-10
4760,Farragut North,2008-11-12
5390,Fat Camp,2012-04-29
3504,Fat Pig,2004-12-15
3891,Fatal Attraction: A Greek Tragedy,2005-07-10
4558,Fate's Imagination,2007-05-31
5805,"Father Comes Home from the Wars (Parts 1, 2 & 3)",2014-03-14
5914,"Father Comes Home from the Wars (Parts 1, 2 & 3)",2014-10-28
4804,Fault Lines,2008-09-30
4294,"Faust, Parts I & II",2006-04-30
6855,Fear,2019-10-24
5392,February House,2012-05-22
6499,Feeding the Dragon,2018-04-02
4770,Fela! A New Musical,2008-09-04
6776,Fern Hill,2019-09-17
